MRTime,IMSI,SRNCID,BestCellID,SRNTI,RAB,Delay,UE_TXPower,LCS_BIT,Longitude,Latitude,RNCID_1,CellID_1,EcNo_1,RSCP_1,RTT_1,UE_Rx_Tx_1,RNCID_2,CellID_2,EcNo_2,RSCP_2,RTT_2,UE_Rx_Tx_2,RNCID_3,CellID_3,EcNo_3,RSCP_3,RTT_3,UE_Rx_Tx_3,RNCID_4,CellID_4,EcNo_4,RSCP_4,RTT_4,UE_Rx_Tx_4,RNCID_5,CellID_5,EcNo_5,RSCP_5,RTT_5,UE_Rx_Tx_5,RNCID_6,CellID_6,EcNo_6,RSCP_6,RTT_6,UE_Rx_Tx_6
1900-00-01 15:10:01.660,1234567890,6290,49714,-999,-999,-999,-999,-999,121.4936283,31.21724333,6290,49714,-5,-55,-999,-999,6155,57939,-5,-67,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1900-00-01 15:10:03.200,1234567890,6290,49714,-999,-999,-999,-999,-999,121.4936267,31.21724333,6290,49714,-5,-53,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1900-00-01 15:10:04.920,1234567890,6290,49714,-999,-999,-999,-999,-999,121.4936258,31.217245,6290,49714,-5,-54,-999,-999,6155,57939,-5,-67,-999,-999,6301,58193,-5,-71,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1900-00-01 15:10:06.400,1234567890,6290,49714,-999,-999,-999,-999,-999,121.493625,31.217245,6290,49714,-5,-56,-999,-999,6155,57939,-5,-69,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1900-00-01 15:10:07.990,1234567890,6290,49714,-999,-999,-999,-999,-999,121.4936233,31.21724667,6290,49714,-5,-55,-999,-999,6155,57939,-5,-68,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1900-00-01 15:10:09.500,1234567890,6290,49714,-999,-999,-999,-999,-999,121.4936225,31.21724667,6290,49714,-5,-55,-999,-999,6301,58193,-5,-68,-999,-999,6155,57939,-5,-70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1900-00-01 15:10:11.080,1234567890,6290,49714,-999,-999,-999,-999,-999,121.4936217,31.21724667,6290,49714,-5,-54,-999,-999,6155,57939,-5,-65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1900-00-01 15:10:12.680,1234567890,6290,49714,-999,-999,-999,-999,-999,121.4936208,31.21724833,6290,49714,-5,-55,-999,-999,6155,57939,-5,-64,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1900-00-01 15:10:14.140,1234567890,6290,49714,-999,-999,-999,-999,-999,121.49362,31.21724833,6290,49714,-5,-56,-999,-999,6155,57939,-5,-64,-999,-999,6301,58193,-5,-68,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1900-00-01 15:10:15.760,1234567890,6290,49714,-999,-999,-999,-999,-999,121.4936183,31.21725,6290,49714,-5,-57,-999,-999,6155,57939,-5,-67,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1900-00-01 15:10:17.240,1234567890,6290,49714,-999,-999,-999,-999,-999,121.4936183,31.21725,6290,49714,-5,-57,-999,-999,6155,57939,-5,-67,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1900-00-01 15:10:18.920,1234567890,6290,49714,-999,-999,-999,-999,-999,121.4936167,31.21725167,6290,49714,-5,-57,-999,-999,6155,57939,-5,-66,-999,-999,6301,58193,-5,-67,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1900-00-01 15:10:20.380,1234567890,6290,49714,-999,-999,-999,-999,-999,121.4936161,31.21725167,6290,49714,-5,-57,-999,-999,6155,57939,-5,-65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1900-00-01 15:10:22.190,1234567890,6290,49714,-999,-999,-999,-999,-999,121.493615,31.21725167,6290,49714,-5,-55,-999,-999,6275,45186,-5,-68,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1900-00-01 15:10:23.670,1234567890,6290,49714,-999,-999,-999,-999,-999,121.4936142,31.21725333,6290,49714,-5,-51,-999,-999,6155,57939,-5,-63,-999,-999,6275,45186,-5,-66,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1900-00-01 15:10:25.260,1234567890,6290,49714,-999,-999,-999,-999,-999,121.4936133,31.21725333,6290,49714,-5,-57,-999,-999,6155,57939,-5,-66,-999,-999,6301,58193,-5,-66,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1900-00-01 15:10:26.870,1234567890,6290,49714,-999,-999,-999,-999,-999,121.4936117,31.21725495,6290,49714,-5,-56,-999,-999,6155,57939,-5,-64,-999,-999,6301,58193,-5,-68,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1900-00-01 15:10:28.530,1234567890,6290,49714,-999,-999,-999,-999,-999,121.4936108,31.217255,6290,49714,-5,-54,-999,-999,6155,57939,-5,-62,-999,-999,6301,58193,-5,-67,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1900-00-01 15:10:29.990,1234567890,6290,49714,-999,-999,-999,-999,-999,121.49361,31.217255,6290,49714,-5,-59,-999,-999,6155,57939,-5,-64,-999,-999,6301,58001,-5,-71,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1900-00-01 15:10:31.560,1234567890,6290,49714,-999,-999,-999,-999,-999,121.4935983,31.21726333,6290,49714,-5,-54,-999,-999,6155,57939,-5,-62,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1900-00-01 15:10:32.860,1234567890,6290,49714,-999,-999,-999,-999,-999,121.4935792,31.2172725,6290,49714,-5,-47,-999,-999,6155,57939,-5,-59,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1900-00-01 15:10:34.520,1234567890,6290,49714,-999,-999,-999,-999,-999,121.4935742,31.21726332,6290,49714,-5,-48,-999,-999,6155,57939,-5,-61,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1900-00-01 15:10:36.230,1234567890,6290,49714,-999,-999,-999,-999,-999,121.4935739,31.21725265,6290,49714,-5,-54,-999,-999,6155,57939,-5,-54,-999,-999,6160,46002,-5,-65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1900-00-01 15:10:37.790,1234567890,6290,49714,-999,-999,-999,-999,-999,121.4935278,31.217245,6290,49714,-5,-54,-999,-999,6155,57939,-5,-62,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1900-00-01 15:10:39.580,1234567890,6290,49714,-999,-999,-999,-999,-999,121.4934358,31.21721831,6290,49714,-5,-60,-999,-999,6155,57939,-5,-57,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1900-00-01 15:10:41.010,1234567890,6290,49714,-999,-999,-999,-999,-999,121.493373,31.21718681,6290,49714,-5,-61,-999,-999,6155,57939,-5,-62,-999,-999,6301,58001,-5,-72,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1900-00-01 15:10:42.530,1234567890,6290,49714,-999,-999,-999,-999,-999,121.4932508,31.2171383,6290,49714,-5,-64,-999,-999,6155,57939,-5,-62,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1900-00-01 15:10:44.370,1234567890,6290,49714,-999,-999,-999,-999,-999,121.4930874,31.21708665,6290,49714,-5,-69,-999,-999,6155,57939,-5,-62,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1900-00-01 15:10:45.830,1234567890,6290,49714,-999,-999,-999,-999,-999,121.4929787,31.21706317,6290,49714,-5,-72,-999,-999,6155,57939,-5,-60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1900-00-01 15:10:48.630,1234567890,6290,49666,-999,-999,-999,-999,-999,121.4927016,31.21700749,6290,49666,-5,-65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1900-00-01 15:10:50.070,1234567890,6290,49666,-999,-999,-999,-999,-999,121.49255,31.21697833,6290,49666,-5,-66,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1900-00-01 15:10:51.520,1234567890,6290,49666,-999,-999,-999,-999,-999,121.492445,31.21697333,6290,49666,-5,-68,-999,-999,6155,57939,-5,-60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1900-00-01 15:10:52.940,1234567890,6290,49666,-999,-999,-999,-999,-999,121.492245,31.21696667,6290,49666,-5,-68,-999,-999,6155,57939,-5,-58,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1900-00-01 15:10:54.390,1234567890,6290,49666,-999,-999,-999,-999,-999,121.4920907,31.21696667,6290,49666,-5,-69,-999,-999,6155,57939,-5,-62,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1900-00-01 15:10:56.040,1234567890,6290,49666,-999,-999,-999,-999,-999,121.491969,31.21696894,6290,49666,-5,-72,-999,-999,6155,57939,-5,-63,-999,-999,6291,53985,-5,-68,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1900-00-01 15:10:58.160,1234567890,6290,49666,-999,-999,-999,-999,-999,121.4917367,31.21697167,6290,49666,-5,-59,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1900-00-01 15:10:59.600,1234567890,6290,49665,-999,-999,-999,-999,-999,121.49159,31.21697583,6290,49665,-5,-54,-999,-999,6155,57939,-5,-48,-999,-999,6291,53985,-5,-59,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1900-00-01 15:11:01.050,1234567890,6290,49665,-999,-999,-999,-999,-999,121.4914803,31.21697894,6290,49665,-5,-56,-999,-999,6155,57939,-5,-50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1900-00-01 15:11:02.590,1234567890,6290,49665,-999,-999,-999,-999,-999,121.4913408,31.21697666,6290,49665,-5,-56,-999,-999,6155,57939,-5,-48,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1900-00-01 15:11:04.400,1234567890,6290,49665,-999,-999,-999,-999,-999,121.4912249,31.21697334,6290,49665,-5,-53,-999,-999,6155,57939,-5,-45,-999,-999,6214,53473,-5,-65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1900-00-01 15:11:05.840,1234567890,6290,49665,-999,-999,-999,-999,-999,121.4911665,31.21697954,6290,49665,-5,-53,-999,-999,6155,57939,-5,-47,-999,-999,6214,53473,-5,-65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
